uuid, AuthorYear,Include,BiasRating,N,StatType,StatTypeDetails,ModelDescription,StatGrouping,,Stat,CILow,CIHigh,SE,T-Ratio,Wald,PValue,Statistic from Largest Model,Table,ModelNumber,Finding In Abstract?,PreventativeOrRecovery,OutcomeType,OutcomeSubType,OutcomeScale,OutcomeScaleDetails,OutcomeDetails,Outcome Directionality,ToInvert,OutcomeNotes,Outcome Measured at Baseline?,ExposureCategory,Exposure,Exposure - Additional Notes,Exposure Measured at Baseline,Summary (SI),Notes,CountryPopulation,Design (F/U Period),Description of Quality/Bias,Reference
70b94f09-1efd-44d4-8a3c-51f0748df6b3,Yong et al. 2009,no,,244,AOR,,,,,0.81,0.15,4.56,,,,>0.05,,5,Malaysia AOR,,,Substance Use,Smoking,Dichotomous,Use (quit succesful),Smoking quit success (dichotomous),need to invert,,wave 2 outcome - Malaysia,,,,Leader would motivate to quit - a little vs not at all,,,,Malaysia and Thailand Adult Malaysian Muslim and Thai Buddhist smokers,Prospective cohort study (Avg. 1 year),"Quit attempts not measured at baseline, but utilized proxy (cigarettes smoked per day, intention to quit); used multiple other potential confounders (age, sex, income, education, rural/urban); potential bias sample in those lost to follow up were less interested in quitting smoking at baseline.","Yong, H. H., Hamann, S. L., Borland, R., Fong, G. T., & Omar, M. (2009). Adult smokers' perception of the role of religion and religious leadership on smoking and association with quitting: A comparison between Thai Buddhists and Malaysian Muslims. Social Science & Medicine, 69(7), 1025- 1031."
45d750f7-bcac-4e7f-be63-669af42601b4,Yong et al. 2009,no,,244,AOR,,,,,1.97,0.22,17.64,,,,>0.05,,5,Malaysia AOR,,,Substance Use,Smoking,Dichotomous,Use (quit succesful),Smoking quit success (dichotomous),need to invert,,wave 2 outcome - Malaysia,,,,Leader would motivate to quit - a little vs not at all,,,,Malaysia and Thailand Adult Malaysian Muslim and Thai Buddhist smokers,Prospective cohort study (Avg. 1 year),"Quit attempts not measured at baseline, but utilized proxy (cigarettes smoked per day, intention to quit); used multiple other potential confounders (age, sex, income, education, rural/urban); potential bias sample in those lost to follow up were less interested in quitting smoking at baseline.","Yong, H. H., Hamann, S. L., Borland, R., Fong, G. T., & Omar, M. (2009). Adult smokers' perception of the role of religion and religious leadership on smoking and association with quitting: A comparison between Thai Buddhists and Malaysian Muslims. Social Science & Medicine, 69(7), 1025- 1031."
faf7054d-3330-4222-a92b-9ce4dd85f1f0,Yong et al. 2009,no,Low / Moderate,"1,078",AOR,,,,,0.66,-0.44,0.99,,,,<0.05,,5,Thailand AOR,,,Substance Use,Smoking,Dichotomous,Use (quit succesful),Smoking quit success (dichotomous),need to invert,,wave 2 outcome - Thailand,,,,Leader would motivate to quit - a lot vs not at all,,"There was only one significant association between quit success and the religious/spiritual measures: participants who would be motivated 'a little' by a religious leader's advice were less likely to have quit success [AOR=0.66 (95% CI: -0.44, 0.99)].",,Malaysia and Thailand Adult Malaysian Muslim and Thai Buddhist smokers,Prospective cohort study (Avg. 1 year),"Quit attempts not measured at baseline, but utilized proxy (cigarettes smoked per day, intention to quit); used multiple other potential confounders (age, sex, income, education, rural/urban); potential bias sample in those lost to follow up were less interested in quitting smoking at baseline.","Yong, H. H., Hamann, S. L., Borland, R., Fong, G. T., & Omar, M. (2009). Adult smokers' perception of the role of religion and religious leadership on smoking and association with quitting: A comparison between Thai Buddhists and Malaysian Muslims. Social Science & Medicine, 69(7), 1025- 1031."
9f7c945b-c87c-4e1b-a743-e408a0db63b8,Yong et al. 2009,no,,"1,078",AOR,,,,,0.66,0.34,1.28,,,,>0.05,,5,Thailand AOR,,,Substance Use,Smoking,Dichotomous,Use (quit succesful),Smoking quit success (dichotomous),need to invert,,wave 2 outcome - Thailand,,,,Leader would motivate to quit - a lot vs not at all,,,,Malaysia and Thailand Adult Malaysian Muslim and Thai Buddhist smokers,Prospective cohort study (Avg. 1 year),"Quit attempts not measured at baseline, but utilized proxy (cigarettes smoked per day, intention to quit); used multiple other potential confounders (age, sex, income, education, rural/urban); potential bias sample in those lost to follow up were less interested in quitting smoking at baseline.","Yong, H. H., Hamann, S. L., Borland, R., Fong, G. T., & Omar, M. (2009). Adult smokers' perception of the role of religion and religious leadership on smoking and association with quitting: A comparison between Thai Buddhists and Malaysian Muslims. Social Science & Medicine, 69(7), 1025- 1031."
c4b744fc-c26a-4c22-80bf-d54a44b91751,Adamczyk and Palmer 2008,no,Moderate,"1,449",na,,,,,,,,,,,,,pg 731,,,,Substance Use,Marijuana,Dichotomous,Use (Started/Used),Initiating marijuana use (dichotomous),,,,,R/S,Religiousness,"Individual religiosity (composite scale, service attendance frequency of prayer, importance of religion)",,A one unit increase in individual religiosity is associated with a 15% decrease in the odds of initiating marijuana use in the one year follow up period [p<0.05].,,US Adolescents from Add Health,Prospective cohort study (1 year),"Analysis focused on initiation in follow up period (no strong baseline proxy); controlled for some other potential confounders (parent religiosity, race, parental education levels, etc).","Adamczyk, A.; Palmer, I. Religion and initiation into marijuana use: the deterring role of religious friends. Journal of Drug Issues Sum 2008;38(3):717-742."
fa5c123c-0d6e-411a-954a-73eb53db9b95,Adamczyk and Palmer 2008,yes,Moderate,"1,449",OR,,,OR,,0.82,,,0.07,,,<0.05,no - first model in which individual religion is added,2,4,no,preventative,Substance Use,Marijuana,Dichotomous,Use (Started/Used),Initiating marijuana use (dichotomous),,,,,R/S,Religiousness,"Individual religiosity (composite scale, service attendance frequency of prayer, importance of religion)",,,,US Adolescents from Add Health,Prospective cohort study (1 year),"Analysis focused on initiation in follow up period (no strong baseline proxy); controlled for some other potential confounders (parent religiosity, race, parental education levels, etc).","Adamczyk, A.; Palmer, I. Religion and initiation into marijuana use: the deterring role of religious friends. Journal of Drug Issues Sum 2008;38(3):717-742."
6fc1d2c5-c358-4b8e-a033-62e04161a8b4,Adamczyk and Palmer 2008,no,Moderate,"1,449",OR,,,,,0.99,,,0.07,,,>0.05,yes,2,7,,,Substance Use,Marijuana,Dichotomous,Use (Started/Used),Initiating marijuana use (dichotomous),,,,,R/S,Religiousness,"Individual religiosity (composite scale, service attendance frequency of prayer, importance of religion)",,,,US Adolescents from Add Health,Prospective cohort study (1 year),"Analysis focused on initiation in follow up period (no strong baseline proxy); controlled for some other potential confounders (parent religiosity, race, parental education levels, etc).","Adamczyk, A.; Palmer, I. Religion and initiation into marijuana use: the deterring role of religious friends. Journal of Drug Issues Sum 2008;38(3):717-742."
fe1586c2-c30d-4cc4-a30c-1b75ee061898,Adamczyk and Palmer 2008,no,Moderate,"1,449",OR,,,,,,,,,,,>0.05,,2,all models,,,Substance Use,Marijuana,Dichotomous,Use (Started/Used),Initiating marijuana use (dichotomous),,,,,Parents,Religiousness (Parents),,,Parent's religiosity is not significantly related to marijuana initiation during the 1 year period.,,US Adolescents from Add Health,Prospective cohort study (1 year),"Analysis focused on initiation in follow up period (no strong baseline proxy); controlled for some other potential confounders (parent religiosity, race, parental education levels, etc).","Adamczyk, A.; Palmer, I. Religion and initiation into marijuana use: the deterring role of religious friends. Journal of Drug Issues Sum 2008;38(3):717-742."
f658bb0c-5157-47d0-b2c8-5a94337f1f4e,Benjamins and Buck 2008,no,Moderate,"10,399",OR,,,,,1.04,,,,,,,,,,,,Substance Use,Smoking,Dichotomous,Use (Discontinued),Smoking (categorical),,,Former,,R/S,Religious salience (dichotomized scale),,,Those with high levels of salience are no less likely to be former smokers. ,,Mexico Adults 50+ from a subset of MHAS,Prospective cohort study (2 years),"Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305."
b6d57d7e-9e73-4736-97ab-51bb02aed6cc,Benjamins and Buck 2008,yes,Moderate,"10,399",OR,,,OR,,0.74,,,,,,<0.01,,3,Smoking,yes,preventative,Substance Use,Smoking,Dichotomous,Use (Active),Smoking (categorical),,,Current,,R/S,Religious salience (dichotomized scale),,,"Individuals with religious salience are significantly less likely to be current smokers compared with never having smoked [OR=0.74, p<0.01]",,Mexico Adults 50+ from a subset of MHAS,Prospective cohort study (2 years),"Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305."
f3022a8c-a81f-4c00-9432-97afc5bd9e82,Benjamins and Buck 2008,no,,"10,399",OR,,,,,0.96,,,,,,>0.05,,3,Drinking,,,Substance Use,Alcohol,Dichotomous,Use (Discontinued),Alcohol use (categorical),,,Former,,R/S,Religious salience (dichotomized scale),,,,,Mexico Adults 50+ from a subset of MHAS,Prospective cohort study (2 years),"Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305."
8105d564-c9c2-4959-9a03-89bebfd6fe93,Benjamins and Buck 2008,no,,"10,399",OR,,,,,0.86,,,,,,>0.05,,3,Drinking,,,Substance Use,Alcohol,Dichotomous,Use (Active),Alcohol use (categorical),,,Moderate,,R/S,Religious salience (dichotomized scale),,,,,Mexico Adults 50+ from a subset of MHAS,Prospective cohort study (2 years),"Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305."
eb094d9f-5eee-4b00-9c0c-5adceac2c8b8,Benjamins and Buck 2008,yes,,"10,399",OR,,,OR,,0.85,,,,,,>0.05,,3,Drinking,yes,preventative,Substance Use,Alcohol,Dichotomous,Use (Active),Alcohol use (categorical),,,Heavy,,R/S,Religious salience (dichotomized scale),,,,,Mexico Adults 50+ from a subset of MHAS,Prospective cohort study (2 years),"Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305."
77b92266-ce14-44bb-b0e1-25bf868cd197,Benjamins and Buck 2008,no,,"10,399",OR,,,,,1.12,,,,,,>0.05,,4,Smoking,,,Substance Use,Smoking,Dichotomous,Use (Discontinued),Smoking (categorical),,,Former,,RSA,Religious Service Attendance,Attends vs not,,,,Mexico Adults 50+ from a subset of MHAS,Prospective cohort study (2 years),"Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305."
90c713d4-b1ba-41df-83de-2ca85cc57c94,Benjamins and Buck 2008,yes,,"10,399",OR,,,OR,,0.80,,,,,,>0.05,,4,Smoking,yes,preventative,Substance Use,Smoking,Dichotomous,Use (Active),Smoking (categorical),,,Current,,RSA,Religious Service Attendance,Attends vs not,,,,Mexico Adults 50+ from a subset of MHAS,Prospective cohort study (2 years),"Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305."
45ff2bd9-35a3-4cb9-9afd-b237ef9d0bac,Benjamins and Buck 2008,no,Moderate,"10,399",OR,,,,,0.590,,,,,,<0.001,,4,Smoking,,,Substance Use,Smoking,Dichotomous,Use (Discontinued),Smoking (categorical),,,Former,,Activites,Religious activities,Weekly or more often,,"Individuals who participate in religious activities at least weekly are significantly less likely to be both former smokers and current smokers [OR=0.59, p<0.001]",,Mexico Adults 50+ from a subset of MHAS,Prospective cohort study (2 years),"Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305."
82b58a20-0d04-477a-a3af-75c10a78d0d9,Benjamins and Buck 2008,no,Moderate,"10,399",OR,,,,,0.620,,,,,,<0.001,,4,Smoking,,,Substance Use,Smoking,Dichotomous,Use (Discontinued),Smoking (categorical),,,Former,,Activites,Religious activities,Sometimes,,"Sometimes attenders also were less likely to be former smokers [OR=0.62, p<0.001] compared with never attenders.",,Mexico Adults 50+ from a subset of MHAS,Prospective cohort study (2 years),"Outcome analyzed as trajectory (with no clear proxy for the baseline outcome); controlled for multiple potential confounders age, gender, marital status, education, net worth, residency location, health status, self- reported chronic health conditions).","Benjamins, M. R., Buck, A. C. Religion: a sociocultural predictor of health behaviors in Mexico. Journal of Aging & Health, 20(3), 290-305."
